"SUID","Assembly","interaction","name","Regulator Gene","Regulatory function","selected","shared interaction","shared name","Strength","Target Gene"
"168101","hg19","regulates","SOX2 regulates DCX","SOX2","Metatargetome","false","regulates","SOX2 regulates DCX","39","DCX"
"168102","hg19","regulates","SOX2 regulates CREB5","SOX2","Metatargetome","false","regulates","SOX2 regulates CREB5","39","CREB5"
"168103","hg19","regulates","SOX2 regulates BNIP3L","SOX2","Metatargetome","false","regulates","SOX2 regulates BNIP3L","39","BNIP3L"
"168104","hg19","regulates","SOX2 regulates ABCA1","SOX2","Metatargetome","false","regulates","SOX2 regulates ABCA1","39","ABCA1"
"168105","hg19","regulates","SOX2 regulates ZIC1","SOX2","Metatargetome","false","regulates","SOX2 regulates ZIC1","40","ZIC1"
"168106","hg19","regulates","SOX2 regulates FAM60A","SOX2","Metatargetome","false","regulates","SOX2 regulates FAM60A","40","FAM60A"
"168107","hg19","regulates","SOX2 regulates BTG1","SOX2","Metatargetome","false","regulates","SOX2 regulates BTG1","40","BTG1"
"168108","hg19","regulates","SOX2 regulates TGIF1","SOX2","Metatargetome","false","regulates","SOX2 regulates TGIF1","41","TGIF1"
"168109","hg19","regulates","SOX2 regulates MARCKSL1","SOX2","Metatargetome","false","regulates","SOX2 regulates MARCKSL1","41","MARCKSL1"
"168110","hg19","regulates","SOX2 regulates MAP4K4","SOX2","Metatargetome","false","regulates","SOX2 regulates MAP4K4","41","MAP4K4"
"168111","hg19","regulates","SOX2 regulates GSK3B","SOX2","Metatargetome","false","regulates","SOX2 regulates GSK3B","41","GSK3B"
"168112","hg19","regulates","SOX2 regulates DOCK4","SOX2","Metatargetome","false","regulates","SOX2 regulates DOCK4","41","DOCK4"
"168113","hg19","regulates","SOX2 regulates TRIB1","SOX2","Metatargetome","false","regulates","SOX2 regulates TRIB1","42","TRIB1"
"168114","hg19","regulates","SOX2 regulates PPP1R16B","SOX2","Metatargetome","false","regulates","SOX2 regulates PPP1R16B","42","PPP1R16B"
"168115","hg19","regulates","SOX2 regulates NR4A3","SOX2","Metatargetome","false","regulates","SOX2 regulates NR4A3","42","NR4A3"
"168116","hg19","regulates","SOX2 regulates HES1","SOX2","Metatargetome","false","regulates","SOX2 regulates HES1","42","HES1"
"168117","hg19","regulates","SOX2 regulates ESR1","SOX2","Metatargetome","false","regulates","SOX2 regulates ESR1","42","ESR1"
"168118","hg19","regulates","SOX2 regulates CXCR4","SOX2","Metatargetome","false","regulates","SOX2 regulates CXCR4","42","CXCR4"
"168119","hg19","regulates","SOX2 regulates BMP4","SOX2","Metatargetome","false","regulates","SOX2 regulates BMP4","42","BMP4"
"168120","hg19","regulates","SOX2 regulates PTBP2","SOX2","Metatargetome","false","regulates","SOX2 regulates PTBP2","43","PTBP2"
"168121","hg19","regulates","SOX2 regulates LMO2","SOX2","Metatargetome","false","regulates","SOX2 regulates LMO2","43","LMO2"
"168122","hg19","regulates","SOX2 regulates HOXA3","SOX2","Metatargetome","false","regulates","SOX2 regulates HOXA3","43","HOXA3"
"168123","hg19","regulates","SOX2 regulates FGFR3","SOX2","Metatargetome","false","regulates","SOX2 regulates FGFR3","43","FGFR3"
"168124","hg19","regulates","SOX2 regulates HMGB1","SOX2","Metatargetome","false","regulates","SOX2 regulates HMGB1","44","HMGB1"
"168125","hg19","regulates","SOX2 regulates ZFP36L1","SOX2","Metatargetome","false","regulates","SOX2 regulates ZFP36L1","45","ZFP36L1"
"168126","hg19","regulates","SOX2 regulates SGK1","SOX2","Metatargetome","false","regulates","SOX2 regulates SGK1","45","SGK1"
"168127","hg19","regulates","SOX2 regulates PBX1","SOX2","Metatargetome","false","regulates","SOX2 regulates PBX1","45","PBX1"
"168128","hg19","regulates","SOX2 regulates MAF","SOX2","Metatargetome","false","regulates","SOX2 regulates MAF","45","MAF"
"168129","hg19","regulates","SOX2 regulates HOXA10","SOX2","Metatargetome","false","regulates","SOX2 regulates HOXA10","45","HOXA10"
"168130","hg19","regulates","SOX2 regulates ZNF532","SOX2","Metatargetome","false","regulates","SOX2 regulates ZNF532","47","ZNF532"
"168131","hg19","regulates","SOX2 regulates SATB1","SOX2","Metatargetome","false","regulates","SOX2 regulates SATB1","47","SATB1"
"168132","hg19","regulates","SOX2 regulates HOXA5","SOX2","Metatargetome","false","regulates","SOX2 regulates HOXA5","47","HOXA5"
"168133","hg19","regulates","SOX2 regulates FOXP1","SOX2","Metatargetome","false","regulates","SOX2 regulates FOXP1","47","FOXP1"
"168134","hg19","regulates","SOX2 regulates RUNX1T1","SOX2","Metatargetome","false","regulates","SOX2 regulates RUNX1T1","48","RUNX1T1"
"168135","hg19","regulates","SOX2 regulates MBNL1","SOX2","Metatargetome","false","regulates","SOX2 regulates MBNL1","48","MBNL1"
"168136","hg19","regulates","SOX2 regulates MAFB","SOX2","Metatargetome","false","regulates","SOX2 regulates MAFB","48","MAFB"
"168137","hg19","regulates","SOX2 regulates LMO3","SOX2","Metatargetome","false","regulates","SOX2 regulates LMO3","48","LMO3"
"168138","hg19","regulates","SOX2 regulates HDAC9","SOX2","Metatargetome","false","regulates","SOX2 regulates HDAC9","48","HDAC9"
"168139","hg19","regulates","SOX2 regulates COL4A1","SOX2","Metatargetome","false","regulates","SOX2 regulates COL4A1","48","COL4A1"
"168140","hg19","regulates","SOX2 regulates MID1","SOX2","Metatargetome","false","regulates","SOX2 regulates MID1","49","MID1"
"168141","hg19","regulates","SOX2 regulates ZNF238","SOX2","Metatargetome","false","regulates","SOX2 regulates ZNF238","50","ZNF238"
"168142","hg19","regulates","SOX2 regulates TRPS1","SOX2","Metatargetome","false","regulates","SOX2 regulates TRPS1","51","TRPS1"
"168143","hg19","regulates","SOX2 regulates FZD7","SOX2","Metatargetome","false","regulates","SOX2 regulates FZD7","51","FZD7"
"168144","hg19","regulates","SOX2 regulates ARHGEF2","SOX2","Metatargetome","false","regulates","SOX2 regulates ARHGEF2","51","ARHGEF2"
"168145","hg19","regulates","SOX2 regulates NR2F2","SOX2","Metatargetome","false","regulates","SOX2 regulates NR2F2","52","NR2F2"
"168146","hg19","regulates","SOX2 regulates CDH11","SOX2","Metatargetome","false","regulates","SOX2 regulates CDH11","52","CDH11"
"168147","hg19","regulates","SOX2 regulates IGF1R","SOX2","Metatargetome","false","regulates","SOX2 regulates IGF1R","53","IGF1R"
"168148","hg19","regulates","SOX2 regulates MXI1","SOX2","Metatargetome","false","regulates","SOX2 regulates MXI1","54","MXI1"
"168149","hg19","regulates","SOX2 regulates LMO4","SOX2","Metatargetome","false","regulates","SOX2 regulates LMO4","54","LMO4"
"168150","hg19","regulates","SOX2 regulates EZH2","SOX2","Metatargetome","false","regulates","SOX2 regulates EZH2","55","EZH2"
"168151","hg19","regulates","SOX2 regulates CTBP2","SOX2","Metatargetome","false","regulates","SOX2 regulates CTBP2","55","CTBP2"
"168152","hg19","regulates","SOX2 regulates ABL1","SOX2","Metatargetome","false","regulates","SOX2 regulates ABL1","56","ABL1"
"168153","hg19","regulates","SOX2 regulates MAP3K11","SOX2","Metatargetome","false","regulates","SOX2 regulates MAP3K11","57","MAP3K11"
"168154","hg19","regulates","SOX2 regulates MAP1B","SOX2","Metatargetome","false","regulates","SOX2 regulates MAP1B","57","MAP1B"
"168155","hg19","regulates","SOX2 regulates RERE","SOX2","Metatargetome","false","regulates","SOX2 regulates RERE","58","RERE"
"168156","hg19","regulates","SOX2 regulates RBBP4","SOX2","Metatargetome","false","regulates","SOX2 regulates RBBP4","58","RBBP4"
"168157","hg19","regulates","SOX2 regulates MEIS2","SOX2","Metatargetome","false","regulates","SOX2 regulates MEIS2","58","MEIS2"
"168158","hg19","regulates","SOX2 regulates MARCKS","SOX2","Metatargetome","false","regulates","SOX2 regulates MARCKS","58","MARCKS"
"168159","hg19","regulates","SOX2 regulates E2F1","SOX2","Metatargetome","false","regulates","SOX2 regulates E2F1","59","E2F1"
"168160","hg19","regulates","SOX2 regulates PDGFRA","SOX2","Metatargetome","false","regulates","SOX2 regulates PDGFRA","60","PDGFRA"
"168161","hg19","regulates","SOX2 regulates BCL11A","SOX2","Metatargetome","false","regulates","SOX2 regulates BCL11A","60","BCL11A"
"168162","hg19","regulates","SOX2 regulates ETV1","SOX2","Metatargetome","false","regulates","SOX2 regulates ETV1","61","ETV1"
"168163","hg19","regulates","SOX2 regulates WEE1","SOX2","Metatargetome","false","regulates","SOX2 regulates WEE1","62","WEE1"
"168164","hg19","regulates","SOX2 regulates VCAN","SOX2","Metatargetome","false","regulates","SOX2 regulates VCAN","62","VCAN"
"168165","hg19","regulates","SOX2 regulates MDK","SOX2","Metatargetome","false","regulates","SOX2 regulates MDK","62","MDK"
"168166","hg19","regulates","SOX2 regulates FGFR1","SOX2","Metatargetome","false","regulates","SOX2 regulates FGFR1","62","FGFR1"
"168167","hg19","regulates","SOX2 regulates DMD","SOX2","Metatargetome","false","regulates","SOX2 regulates DMD","63","DMD"
"168168","hg19","regulates","SOX2 regulates SOX4","SOX2","Metatargetome","false","regulates","SOX2 regulates SOX4","64","SOX4"
"168169","hg19","regulates","SOX2 regulates DPYSL3","SOX2","Metatargetome","false","regulates","SOX2 regulates DPYSL3","65","DPYSL3"
"168170","hg19","regulates","SOX2 regulates RARA","SOX2","Metatargetome","false","regulates","SOX2 regulates RARA","67","RARA"
"168171","hg19","regulates","SOX2 regulates NR4A2","SOX2","Metatargetome","false","regulates","SOX2 regulates NR4A2","68","NR4A2"
"168172","hg19","regulates","SOX2 regulates ETS1","SOX2","Metatargetome","false","regulates","SOX2 regulates ETS1","68","ETS1"
"168173","hg19","regulates","SOX2 regulates CTNNB1","SOX2","Metatargetome","false","regulates","SOX2 regulates CTNNB1","69","CTNNB1"
"168174","hg19","regulates","SOX2 regulates INHBA","SOX2","Metatargetome","false","regulates","SOX2 regulates INHBA","72","INHBA"
"168175","hg19","regulates","SOX2 regulates PIM1","SOX2","Metatargetome","false","regulates","SOX2 regulates PIM1","74","PIM1"
"168176","hg19","regulates","SOX2 regulates STMN1","SOX2","Metatargetome","false","regulates","SOX2 regulates STMN1","75","STMN1"
"168177","hg19","regulates","SOX2 regulates CCNG2","SOX2","Metatargetome","false","regulates","SOX2 regulates CCNG2","76","CCNG2"
"168178","hg19","regulates","SOX2 regulates TRIB2","SOX2","Metatargetome","false","regulates","SOX2 regulates TRIB2","84","TRIB2"
"168179","hg19","regulates","SOX2 regulates CDKN1A","SOX2","Metatargetome","false","regulates","SOX2 regulates CDKN1A","86","CDKN1A"
"168180","hg19","regulates","SOX2 regulates CCND1","SOX2","Metatargetome","false","regulates","SOX2 regulates CCND1","88","CCND1"
"168181","hg19","regulates","SOX2 regulates CREBBP","SOX2","Metatargetome","false","regulates","SOX2 regulates CREBBP","103","CREBBP"
"168182","hg19","regulates","SOX2 regulates DUSP6","SOX2","Metatargetome","false","regulates","SOX2 regulates DUSP6","125","DUSP6"
"168183","hg19","regulates","RFX4 regulates ZNF608","RFX4","Metatargetome","false","regulates","RFX4 regulates ZNF608","8","ZNF608"
"168184","hg19","regulates","RFX4 regulates ZNF521","RFX4","Metatargetome","false","regulates","RFX4 regulates ZNF521","8","ZNF521"
"168185","hg19","regulates","RFX4 regulates ZBTB7A","RFX4","Metatargetome","false","regulates","RFX4 regulates ZBTB7A","8","ZBTB7A"
"168186","hg19","regulates","RFX4 regulates WNT5A","RFX4","Metatargetome","false","regulates","RFX4 regulates WNT5A","8","WNT5A"
"168187","hg19","regulates","RFX4 regulates WNK1","RFX4","Metatargetome","false","regulates","RFX4 regulates WNK1","8","WNK1"
"168188","hg19","regulates","RFX4 regulates WIPF2","RFX4","Metatargetome","false","regulates","RFX4 regulates WIPF2","8","WIPF2"
"168189","hg19","regulates","RFX4 regulates VSNL1","RFX4","Metatargetome","false","regulates","RFX4 regulates VSNL1","8","VSNL1"
"168190","hg19","regulates","RFX4 regulates USP4","RFX4","Metatargetome","false","regulates","RFX4 regulates USP4","8","USP4"
"168191","hg19","regulates","RFX4 regulates USF1","RFX4","Metatargetome","false","regulates","RFX4 regulates USF1","8","USF1"
"168192","hg19","regulates","RFX4 regulates UGT2A1","RFX4","Metatargetome","false","regulates","RFX4 regulates UGT2A1","8","UGT2A1"
"168193","hg19","regulates","RFX4 regulates TUBA1B","RFX4","Metatargetome","false","regulates","RFX4 regulates TUBA1B","8","TUBA1B"
"168194","hg19","regulates","RFX4 regulates TSC1","RFX4","Metatargetome","false","regulates","RFX4 regulates TSC1","8","TSC1"
"168195","hg19","regulates","RFX4 regulates TPM4","RFX4","Metatargetome","false","regulates","RFX4 regulates TPM4","8","TPM4"
"168196","hg19","regulates","RFX4 regulates TMEM194A","RFX4","Metatargetome","false","regulates","RFX4 regulates TMEM194A","8","TMEM194A"
"168197","hg19","regulates","RFX4 regulates TGIF2","RFX4","Metatargetome","false","regulates","RFX4 regulates TGIF2","8","TGIF2"
"168198","hg19","regulates","RFX4 regulates TES","RFX4","Metatargetome","false","regulates","RFX4 regulates TES","8","TES"
"168199","hg19","regulates","RFX4 regulates TDRD3","RFX4","Metatargetome","false","regulates","RFX4 regulates TDRD3","8","TDRD3"
"168200","hg19","regulates","RFX4 regulates TAOK3","RFX4","Metatargetome","false","regulates","RFX4 regulates TAOK3","8","TAOK3"
"168201","hg19","regulates","RFX4 regulates TAGAP","RFX4","Metatargetome","false","regulates","RFX4 regulates TAGAP","8","TAGAP"
"168202","hg19","regulates","RFX4 regulates SYT17","RFX4","Metatargetome","false","regulates","RFX4 regulates SYT17","8","SYT17"
"168203","hg19","regulates","RFX4 regulates SRRM2","RFX4","Metatargetome","false","regulates","RFX4 regulates SRRM2","8","SRRM2"
"168204","hg19","regulates","RFX4 regulates SPA17","RFX4","Metatargetome","false","regulates","RFX4 regulates SPA17","8","SPA17"
"168205","hg19","regulates","RFX4 regulates SLPI","RFX4","Metatargetome","false","regulates","RFX4 regulates SLPI","8","SLPI"
"168206","hg19","regulates","RFX4 regulates SLC7A8","RFX4","Metatargetome","false","regulates","RFX4 regulates SLC7A8","8","SLC7A8"
"168207","hg19","regulates","RFX4 regulates SLC4A3","RFX4","Metatargetome","false","regulates","RFX4 regulates SLC4A3","8","SLC4A3"
"168208","hg19","regulates","RFX4 regulates SLC25A20","RFX4","Metatargetome","false","regulates","RFX4 regulates SLC25A20","8","SLC25A20"
"168209","hg19","regulates","RFX4 regulates SIN3A","RFX4","Metatargetome","false","regulates","RFX4 regulates SIN3A","8","SIN3A"
"168210","hg19","regulates","RFX4 regulates SIK3","RFX4","Metatargetome","false","regulates","RFX4 regulates SIK3","8","SIK3"
"168211","hg19","regulates","RFX4 regulates SHMT1","RFX4","Metatargetome","false","regulates","RFX4 regulates SHMT1","8","SHMT1"
"168212","hg19","regulates","RFX4 regulates SFRP2","RFX4","Metatargetome","false","regulates","RFX4 regulates SFRP2","8","SFRP2"
"168213","hg19","regulates","RFX4 regulates SEL1L3","RFX4","Metatargetome","false","regulates","RFX4 regulates SEL1L3","8","SEL1L3"
"168214","hg19","regulates","RFX4 regulates SEC23B","RFX4","Metatargetome","false","regulates","RFX4 regulates SEC23B","8","SEC23B"
"168215","hg19","regulates","RFX4 regulates SCRG1","RFX4","Metatargetome","false","regulates","RFX4 regulates SCRG1","8","SCRG1"
"168216","hg19","regulates","RFX4 regulates SCAMP1","RFX4","Metatargetome","false","regulates","RFX4 regulates SCAMP1","8","SCAMP1"
"168217","hg19","regulates","RFX4 regulates RYBP","RFX4","Metatargetome","false","regulates","RFX4 regulates RYBP","8","RYBP"
"168218","hg19","regulates","RFX4 regulates RNF144B","RFX4","Metatargetome","false","regulates","RFX4 regulates RNF144B","8","RNF144B"
"168219","hg19","regulates","RFX4 regulates RNF10","RFX4","Metatargetome","false","regulates","RFX4 regulates RNF10","8","RNF10"
"168220","hg19","regulates","RFX4 regulates RGMA","RFX4","Metatargetome","false","regulates","RFX4 regulates RGMA","8","RGMA"
"168221","hg19","regulates","RFX4 regulates RFC5","RFX4","Metatargetome","false","regulates","RFX4 regulates RFC5","8","RFC5"
"168222","hg19","regulates","RFX4 regulates RCC2","RFX4","Metatargetome","false","regulates","RFX4 regulates RCC2","8","RCC2"
"168223","hg19","regulates","RFX4 regulates RBFOX2","RFX4","Metatargetome","false","regulates","RFX4 regulates RBFOX2","8","RBFOX2"
"168224","hg19","regulates","RFX4 regulates RASSF8","RFX4","Metatargetome","false","regulates","RFX4 regulates RASSF8","8","RASSF8"
"168225","hg19","regulates","RFX4 regulates RAP2C","RFX4","Metatargetome","false","regulates","RFX4 regulates RAP2C","8","RAP2C"
"168226","hg19","regulates","RFX4 regulates RAB1A","RFX4","Metatargetome","false","regulates","RFX4 regulates RAB1A","8","RAB1A"
"168227","hg19","regulates","RFX4 regulates PTPN6","RFX4","Metatargetome","false","regulates","RFX4 regulates PTPN6","8","PTPN6"
"168228","hg19","regulates","RFX4 regulates PTGES3","RFX4","Metatargetome","false","regulates","RFX4 regulates PTGES3","8","PTGES3"
"168229","hg19","regulates","RFX4 regulates PPP2R5A","RFX4","Metatargetome","false","regulates","RFX4 regulates PPP2R5A","8","PPP2R5A"
"168230","hg19","regulates","RFX4 regulates PPP2R2B","RFX4","Metatargetome","false","regulates","RFX4 regulates PPP2R2B","8","PPP2R2B"
"168231","hg19","regulates","RFX4 regulates POP4","RFX4","Metatargetome","false","regulates","RFX4 regulates POP4","8","POP4"
"168232","hg19","regulates","RFX4 regulates POLB","RFX4","Metatargetome","false","regulates","RFX4 regulates POLB","8","POLB"
"168233","hg19","regulates","RFX4 regulates PLXNB1","RFX4","Metatargetome","false","regulates","RFX4 regulates PLXNB1","8","PLXNB1"
"168234","hg19","regulates","RFX4 regulates PCBP4","RFX4","Metatargetome","false","regulates","RFX4 regulates PCBP4","8","PCBP4"
"168235","hg19","regulates","RFX4 regulates PANK2","RFX4","Metatargetome","false","regulates","RFX4 regulates PANK2","8","PANK2"
"168236","hg19","regulates","RFX4 regulates ORAI2","RFX4","Metatargetome","false","regulates","RFX4 regulates ORAI2","8","ORAI2"
"168237","hg19","regulates","RFX4 regulates NT5C2","RFX4","Metatargetome","false","regulates","RFX4 regulates NT5C2","8","NT5C2"
"168238","hg19","regulates","RFX4 regulates NRCAM","RFX4","Metatargetome","false","regulates","RFX4 regulates NRCAM","8","NRCAM"
"168239","hg19","regulates","RFX4 regulates NPY5R","RFX4","Metatargetome","false","regulates","RFX4 regulates NPY5R","8","NPY5R"
"168240","hg19","regulates","RFX4 regulates NPEPPS","RFX4","Metatargetome","false","regulates","RFX4 regulates NPEPPS","8","NPEPPS"
"168241","hg19","regulates","RFX4 regulates NOVA1","RFX4","Metatargetome","false","regulates","RFX4 regulates NOVA1","8","NOVA1"
"168242","hg19","regulates","RFX4 regulates NIPBL","RFX4","Metatargetome","false","regulates","RFX4 regulates NIPBL","8","NIPBL"
"168243","hg19","regulates","RFX4 regulates NHP2L1","RFX4","Metatargetome","false","regulates","RFX4 regulates NHP2L1","8","NHP2L1"
"168244","hg19","regulates","RFX4 regulates NEK6","RFX4","Metatargetome","false","regulates","RFX4 regulates NEK6","8","NEK6"
"168245","hg19","regulates","RFX4 regulates NDP","RFX4","Metatargetome","false","regulates","RFX4 regulates NDP","8","NDP"
"168246","hg19","regulates","RFX4 regulates NCK2","RFX4","Metatargetome","false","regulates","RFX4 regulates NCK2","8","NCK2"
"168247","hg19","regulates","RFX4 regulates NASP","RFX4","Metatargetome","false","regulates","RFX4 regulates NASP","8","NASP"
"168248","hg19","regulates","RFX4 regulates MYH10","RFX4","Metatargetome","false","regulates","RFX4 regulates MYH10","8","MYH10"
"168249","hg19","regulates","RFX4 regulates MMP19","RFX4","Metatargetome","false","regulates","RFX4 regulates MMP19","8","MMP19"
"168250","hg19","regulates","RFX4 regulates MFN2","RFX4","Metatargetome","false","regulates","RFX4 regulates MFN2","8","MFN2"
"168251","hg19","regulates","RFX4 regulates MDM4","RFX4","Metatargetome","false","regulates","RFX4 regulates MDM4","8","MDM4"
"168252","hg19","regulates","RFX4 regulates MAP7","RFX4","Metatargetome","false","regulates","RFX4 regulates MAP7","8","MAP7"
"168253","hg19","regulates","RFX4 regulates MAP4K4","RFX4","Metatargetome","false","regulates","RFX4 regulates MAP4K4","8","MAP4K4"
"168254","hg19","regulates","RFX4 regulates MAP3K14","RFX4","Metatargetome","false","regulates","RFX4 regulates MAP3K14","8","MAP3K14"
"168255","hg19","regulates","RFX4 regulates MAP3K10","RFX4","Metatargetome","false","regulates","RFX4 regulates MAP3K10","8","MAP3K10"
"168256","hg19","regulates","RFX4 regulates LSM6","RFX4","Metatargetome","false","regulates","RFX4 regulates LSM6","8","LSM6"
"168257","hg19","regulates","RFX4 regulates LRRN3","RFX4","Metatargetome","false","regulates","RFX4 regulates LRRN3","8","LRRN3"
"168258","hg19","regulates","RFX4 regulates LRRC48","RFX4","Metatargetome","false","regulates","RFX4 regulates LRRC48","8","LRRC48"
"168259","hg19","regulates","RFX4 regulates LCAT","RFX4","Metatargetome","false","regulates","RFX4 regulates LCAT","8","LCAT"
"168260","hg19","regulates","RFX4 regulates LASS1","RFX4","Metatargetome","false","regulates","RFX4 regulates LASS1","8","LASS1"
"168261","hg19","regulates","RFX4 regulates KIAA1539","RFX4","Metatargetome","false","regulates","RFX4 regulates KIAA1539","8","KIAA1539"
"168262","hg19","regulates","RFX4 regulates KBTBD10","RFX4","Metatargetome","false","regulates","RFX4 regulates KBTBD10","8","KBTBD10"
"168263","hg19","regulates","RFX4 regulates ITPR2","RFX4","Metatargetome","false","regulates","RFX4 regulates ITPR2","8","ITPR2"
"168264","hg19","regulates","RFX4 regulates ITGB8","RFX4","Metatargetome","false","regulates","RFX4 regulates ITGB8","8","ITGB8"
"168265","hg19","regulates","RFX4 regulates IRX5","RFX4","Metatargetome","false","regulates","RFX4 regulates IRX5","8","IRX5"
"168266","hg19","regulates","RFX4 regulates HTR3A","RFX4","Metatargetome","false","regulates","RFX4 regulates HTR3A","8","HTR3A"
"168267","hg19","regulates","RFX4 regulates HMOX2","RFX4","Metatargetome","false","regulates","RFX4 regulates HMOX2","8","HMOX2"
"168268","hg19","regulates","RFX4 regulates HMGN4","RFX4","Metatargetome","false","regulates","RFX4 regulates HMGN4","8","HMGN4"
"168269","hg19","regulates","RFX4 regulates HMGA2","RFX4","Metatargetome","false","regulates","RFX4 regulates HMGA2","8","HMGA2"
"168270","hg19","regulates","RFX4 regulates H1FX","RFX4","Metatargetome","false","regulates","RFX4 regulates H1FX","8","H1FX"
"168271","hg19","regulates","RFX4 regulates GSTA2","RFX4","Metatargetome","false","regulates","RFX4 regulates GSTA2","8","GSTA2"
"168272","hg19","regulates","RFX4 regulates GSK3B","RFX4","Metatargetome","false","regulates","RFX4 regulates GSK3B","8","GSK3B"
"168273","hg19","regulates","RFX4 regulates GRIA3","RFX4","Metatargetome","false","regulates","RFX4 regulates GRIA3","8","GRIA3"
"168274","hg19","regulates","RFX4 regulates GRHL2","RFX4","Metatargetome","false","regulates","RFX4 regulates GRHL2","8","GRHL2"
"168275","hg19","regulates","RFX4 regulates GPRC5A","RFX4","Metatargetome","false","regulates","RFX4 regulates GPRC5A","8","GPRC5A"
"168276","hg19","regulates","RFX4 regulates GPD1","RFX4","Metatargetome","false","regulates","RFX4 regulates GPD1","8","GPD1"
"168277","hg19","regulates","RFX4 regulates GAS2L1","RFX4","Metatargetome","false","regulates","RFX4 regulates GAS2L1","8","GAS2L1"
"168278","hg19","regulates","RFX4 regulates FZD7","RFX4","Metatargetome","false","regulates","RFX4 regulates FZD7","8","FZD7"
"168279","hg19","regulates","RFX4 regulates FRMD4B","RFX4","Metatargetome","false","regulates","RFX4 regulates FRMD4B","8","FRMD4B"
"168280","hg19","regulates","RFX4 regulates FCHO1","RFX4","Metatargetome","false","regulates","RFX4 regulates FCHO1","8","FCHO1"
"168281","hg19","regulates","RFX4 regulates FBXW7","RFX4","Metatargetome","false","regulates","RFX4 regulates FBXW7","8","FBXW7"
"168282","hg19","regulates","RFX4 regulates FAM49A","RFX4","Metatargetome","false","regulates","RFX4 regulates FAM49A","8","FAM49A"
"168283","hg19","regulates","RFX4 regulates FABP3","RFX4","Metatargetome","false","regulates","RFX4 regulates FABP3","8","FABP3"
"168284","hg19","regulates","RFX4 regulates ERAP1","RFX4","Metatargetome","false","regulates","RFX4 regulates ERAP1","8","ERAP1"
"168285","hg19","regulates","RFX4 regulates EPB49","RFX4","Metatargetome","false","regulates","RFX4 regulates EPB49","8","EPB49"
"168286","hg19","regulates","RFX4 regulates EFNB2","RFX4","Metatargetome","false","regulates","RFX4 regulates EFNB2","8","EFNB2"
"168287","hg19","regulates","RFX4 regulates EFCAB2","RFX4","Metatargetome","false","regulates","RFX4 regulates EFCAB2","8","EFCAB2"
"168288","hg19","regulates","RFX4 regulates DNMT3A","RFX4","Metatargetome","false","regulates","RFX4 regulates DNMT3A","8","DNMT3A"
"168289","hg19","regulates","RFX4 regulates DNAI1","RFX4","Metatargetome","false","regulates","RFX4 regulates DNAI1","8","DNAI1"
"168290","hg19","regulates","RFX4 regulates DHTKD1","RFX4","Metatargetome","false","regulates","RFX4 regulates DHTKD1","8","DHTKD1"
"168291","hg19","regulates","RFX4 regulates DENND4A","RFX4","Metatargetome","false","regulates","RFX4 regulates DENND4A","8","DENND4A"
"168292","hg19","regulates","RFX4 regulates DDR2","RFX4","Metatargetome","false","regulates","RFX4 regulates DDR2","8","DDR2"
"168293","hg19","regulates","RFX4 regulates DCTN4","RFX4","Metatargetome","false","regulates","RFX4 regulates DCTN4","8","DCTN4"
"168294","hg19","regulates","RFX4 regulates DCAF8","RFX4","Metatargetome","false","regulates","RFX4 regulates DCAF8","8","DCAF8"
"168295","hg19","regulates","RFX4 regulates CYP2A6","RFX4","Metatargetome","false","regulates","RFX4 regulates CYP2A6","8","CYP2A6"
"168296","hg19","regulates","RFX4 regulates CYCS","RFX4","Metatargetome","false","regulates","RFX4 regulates CYCS","8","CYCS"
"168297","hg19","regulates","RFX4 regulates CXCR4","RFX4","Metatargetome","false","regulates","RFX4 regulates CXCR4","8","CXCR4"
"168298","hg19","regulates","RFX4 regulates CTSS","RFX4","Metatargetome","false","regulates","RFX4 regulates CTSS","8","CTSS"
"168299","hg19","regulates","RFX4 regulates CSNK1D","RFX4","Metatargetome","false","regulates","RFX4 regulates CSNK1D","8","CSNK1D"
"168300","hg19","regulates","RFX4 regulates CRYZL1","RFX4","Metatargetome","false","regulates","RFX4 regulates CRYZL1","8","CRYZL1"
"168301","hg19","regulates","RFX4 regulates CPOX","RFX4","Metatargetome","false","regulates","RFX4 regulates CPOX","8","CPOX"
"168302","hg19","regulates","RFX4 regulates COX7C","RFX4","Metatargetome","false","regulates","RFX4 regulates COX7C","8","COX7C"
"168303","hg19","regulates","RFX4 regulates CHD5","RFX4","Metatargetome","false","regulates","RFX4 regulates CHD5","8","CHD5"
"168304","hg19","regulates","RFX4 regulates CDH2","RFX4","Metatargetome","false","regulates","RFX4 regulates CDH2","8","CDH2"
"168305","hg19","regulates","RFX4 regulates CDC26","RFX4","Metatargetome","false","regulates","RFX4 regulates CDC26","8","CDC26"
"168306","hg19","regulates","RFX4 regulates CBX6","RFX4","Metatargetome","false","regulates","RFX4 regulates CBX6","8","CBX6"
"168307","hg19","regulates","RFX4 regulates CAMKK1","RFX4","Metatargetome","false","regulates","RFX4 regulates CAMKK1","8","CAMKK1"
"168308","hg19","regulates","RFX4 regulates CAMK1D","RFX4","Metatargetome","false","regulates","RFX4 regulates CAMK1D","8","CAMK1D"
"168309","hg19","regulates","RFX4 regulates CALM1","RFX4","Metatargetome","false","regulates","RFX4 regulates CALM1","8","CALM1"
"168310","hg19","regulates","RFX4 regulates CACNA1C","RFX4","Metatargetome","false","regulates","RFX4 regulates CACNA1C","8","CACNA1C"
