"SUID","Assembly","interaction","name","Regulator Gene","Regulatory function","selected","shared interaction","shared name","Strength","Target Gene"
"161997","hg19","regulates","TCF4 regulates VGLL4","TCF4","Metatargetome","false","regulates","TCF4 regulates VGLL4","12","VGLL4"
"161998","hg19","regulates","TCF4 regulates TXNIP","TCF4","Metatargetome","false","regulates","TCF4 regulates TXNIP","12","TXNIP"
"161999","hg19","regulates","TCF4 regulates TRPV1","TCF4","Metatargetome","false","regulates","TCF4 regulates TRPV1","12","TRPV1"
"162000","hg19","regulates","TCF4 regulates TPO","TCF4","Metatargetome","false","regulates","TCF4 regulates TPO","12","TPO"
"162001","hg19","regulates","TCF4 regulates TFDP2","TCF4","Metatargetome","false","regulates","TCF4 regulates TFDP2","12","TFDP2"
"162002","hg19","regulates","TCF4 regulates SYNJ2","TCF4","Metatargetome","false","regulates","TCF4 regulates SYNJ2","12","SYNJ2"
"162003","hg19","regulates","TCF4 regulates STUB1","TCF4","Metatargetome","false","regulates","TCF4 regulates STUB1","12","STUB1"
"162004","hg19","regulates","TCF4 regulates SLC7A8","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC7A8","12","SLC7A8"
"162005","hg19","regulates","TCF4 regulates SCFD1","TCF4","Metatargetome","false","regulates","TCF4 regulates SCFD1","12","SCFD1"
"162006","hg19","regulates","TCF4 regulates RUNX2","TCF4","Metatargetome","false","regulates","TCF4 regulates RUNX2","12","RUNX2"
"162007","hg19","regulates","TCF4 regulates RAB3IL1","TCF4","Metatargetome","false","regulates","TCF4 regulates RAB3IL1","12","RAB3IL1"
"162008","hg19","regulates","TCF4 regulates PTK6","TCF4","Metatargetome","false","regulates","TCF4 regulates PTK6","12","PTK6"
"162009","hg19","regulates","TCF4 regulates PTK2B","TCF4","Metatargetome","false","regulates","TCF4 regulates PTK2B","12","PTK2B"
"162010","hg19","regulates","TCF4 regulates PTCH2","TCF4","Metatargetome","false","regulates","TCF4 regulates PTCH2","12","PTCH2"
"162011","hg19","regulates","TCF4 regulates PRPS1","TCF4","Metatargetome","false","regulates","TCF4 regulates PRPS1","12","PRPS1"
"162012","hg19","regulates","TCF4 regulates POGK","TCF4","Metatargetome","false","regulates","TCF4 regulates POGK","12","POGK"
"162013","hg19","regulates","TCF4 regulates PLXNA3","TCF4","Metatargetome","false","regulates","TCF4 regulates PLXNA3","12","PLXNA3"
"162014","hg19","regulates","TCF4 regulates PI4KA","TCF4","Metatargetome","false","regulates","TCF4 regulates PI4KA","12","PI4KA"
"162015","hg19","regulates","TCF4 regulates PHYHIP","TCF4","Metatargetome","false","regulates","TCF4 regulates PHYHIP","12","PHYHIP"
"162016","hg19","regulates","TCF4 regulates PHACTR3","TCF4","Metatargetome","false","regulates","TCF4 regulates PHACTR3","12","PHACTR3"
"162017","hg19","regulates","TCF4 regulates PDHA2","TCF4","Metatargetome","false","regulates","TCF4 regulates PDHA2","12","PDHA2"
"162018","hg19","regulates","TCF4 regulates PCDH9","TCF4","Metatargetome","false","regulates","TCF4 regulates PCDH9","12","PCDH9"
"162019","hg19","regulates","TCF4 regulates PARD6B","TCF4","Metatargetome","false","regulates","TCF4 regulates PARD6B","12","PARD6B"
"162020","hg19","regulates","TCF4 regulates PAK3","TCF4","Metatargetome","false","regulates","TCF4 regulates PAK3","12","PAK3"
"162021","hg19","regulates","TCF4 regulates OPTN","TCF4","Metatargetome","false","regulates","TCF4 regulates OPTN","12","OPTN"
"162022","hg19","regulates","TCF4 regulates NR5A1","TCF4","Metatargetome","false","regulates","TCF4 regulates NR5A1","12","NR5A1"
"162023","hg19","regulates","TCF4 regulates NEUROD1","TCF4","Metatargetome","false","regulates","TCF4 regulates NEUROD1","12","NEUROD1"
"162024","hg19","regulates","TCF4 regulates NBEA","TCF4","Metatargetome","false","regulates","TCF4 regulates NBEA","12","NBEA"
"162025","hg19","regulates","TCF4 regulates MTCH2","TCF4","Metatargetome","false","regulates","TCF4 regulates MTCH2","12","MTCH2"
"162026","hg19","regulates","TCF4 regulates MPG","TCF4","Metatargetome","false","regulates","TCF4 regulates MPG","12","MPG"
"162027","hg19","regulates","TCF4 regulates MFHAS1","TCF4","Metatargetome","false","regulates","TCF4 regulates MFHAS1","12","MFHAS1"
"162028","hg19","regulates","TCF4 regulates MC1R","TCF4","Metatargetome","false","regulates","TCF4 regulates MC1R","12","MC1R"
"162029","hg19","regulates","TCF4 regulates MAST4","TCF4","Metatargetome","false","regulates","TCF4 regulates MAST4","12","MAST4"
"162030","hg19","regulates","TCF4 regulates MARCKS","TCF4","Metatargetome","false","regulates","TCF4 regulates MARCKS","12","MARCKS"
"162031","hg19","regulates","TCF4 regulates LMNB1","TCF4","Metatargetome","false","regulates","TCF4 regulates LMNB1","12","LMNB1"
"162032","hg19","regulates","TCF4 regulates LFNG","TCF4","Metatargetome","false","regulates","TCF4 regulates LFNG","12","LFNG"
"162033","hg19","regulates","TCF4 regulates LDLRAP1","TCF4","Metatargetome","false","regulates","TCF4 regulates LDLRAP1","12","LDLRAP1"
"162034","hg19","regulates","TCF4 regulates KRT5","TCF4","Metatargetome","false","regulates","TCF4 regulates KRT5","12","KRT5"
"162035","hg19","regulates","TCF4 regulates KCNS3","TCF4","Metatargetome","false","regulates","TCF4 regulates KCNS3","12","KCNS3"
"162036","hg19","regulates","TCF4 regulates JAG2","TCF4","Metatargetome","false","regulates","TCF4 regulates JAG2","12","JAG2"
"162037","hg19","regulates","TCF4 regulates IL5","TCF4","Metatargetome","false","regulates","TCF4 regulates IL5","12","IL5"
"162038","hg19","regulates","TCF4 regulates IGFBP7","TCF4","Metatargetome","false","regulates","TCF4 regulates IGFBP7","12","IGFBP7"
"162039","hg19","regulates","TCF4 regulates IDI1","TCF4","Metatargetome","false","regulates","TCF4 regulates IDI1","12","IDI1"
"162040","hg19","regulates","TCF4 regulates HSP90B1","TCF4","Metatargetome","false","regulates","TCF4 regulates HSP90B1","12","HSP90B1"
"162041","hg19","regulates","TCF4 regulates HOXC5","TCF4","Metatargetome","false","regulates","TCF4 regulates HOXC5","12","HOXC5"
"162042","hg19","regulates","TCF4 regulates GPR37","TCF4","Metatargetome","false","regulates","TCF4 regulates GPR37","12","GPR37"
"162043","hg19","regulates","TCF4 regulates GNG8","TCF4","Metatargetome","false","regulates","TCF4 regulates GNG8","12","GNG8"
"162044","hg19","regulates","TCF4 regulates GLUD1","TCF4","Metatargetome","false","regulates","TCF4 regulates GLUD1","12","GLUD1"
"162045","hg19","regulates","TCF4 regulates GJB2","TCF4","Metatargetome","false","regulates","TCF4 regulates GJB2","12","GJB2"
"162046","hg19","regulates","TCF4 regulates GGN","TCF4","Metatargetome","false","regulates","TCF4 regulates GGN","12","GGN"
"162047","hg19","regulates","TCF4 regulates FNDC5","TCF4","Metatargetome","false","regulates","TCF4 regulates FNDC5","12","FNDC5"
"162048","hg19","regulates","TCF4 regulates FIS1","TCF4","Metatargetome","false","regulates","TCF4 regulates FIS1","12","FIS1"
"162049","hg19","regulates","TCF4 regulates FGD6","TCF4","Metatargetome","false","regulates","TCF4 regulates FGD6","12","FGD6"
"162050","hg19","regulates","TCF4 regulates FBXW11","TCF4","Metatargetome","false","regulates","TCF4 regulates FBXW11","12","FBXW11"
"162051","hg19","regulates","TCF4 regulates FBXO32","TCF4","Metatargetome","false","regulates","TCF4 regulates FBXO32","12","FBXO32"
"162052","hg19","regulates","TCF4 regulates ERG","TCF4","Metatargetome","false","regulates","TCF4 regulates ERG","12","ERG"
"162053","hg19","regulates","TCF4 regulates ELAVL3","TCF4","Metatargetome","false","regulates","TCF4 regulates ELAVL3","12","ELAVL3"
"162054","hg19","regulates","TCF4 regulates ELAVL2","TCF4","Metatargetome","false","regulates","TCF4 regulates ELAVL2","12","ELAVL2"
"162055","hg19","regulates","TCF4 regulates EEF1B2","TCF4","Metatargetome","false","regulates","TCF4 regulates EEF1B2","12","EEF1B2"
"162056","hg19","regulates","TCF4 regulates DUSP4","TCF4","Metatargetome","false","regulates","TCF4 regulates DUSP4","12","DUSP4"
"162057","hg19","regulates","TCF4 regulates DNAJC16","TCF4","Metatargetome","false","regulates","TCF4 regulates DNAJC16","12","DNAJC16"
"162058","hg19","regulates","TCF4 regulates DNAJB5","TCF4","Metatargetome","false","regulates","TCF4 regulates DNAJB5","12","DNAJB5"
"162059","hg19","regulates","TCF4 regulates DIRC2","TCF4","Metatargetome","false","regulates","TCF4 regulates DIRC2","12","DIRC2"
"162060","hg19","regulates","TCF4 regulates DES","TCF4","Metatargetome","false","regulates","TCF4 regulates DES","12","DES"
"162061","hg19","regulates","TCF4 regulates DEAF1","TCF4","Metatargetome","false","regulates","TCF4 regulates DEAF1","12","DEAF1"
"162062","hg19","regulates","TCF4 regulates DCN","TCF4","Metatargetome","false","regulates","TCF4 regulates DCN","12","DCN"
"162063","hg19","regulates","TCF4 regulates CYP11B2","TCF4","Metatargetome","false","regulates","TCF4 regulates CYP11B2","12","CYP11B2"
"162064","hg19","regulates","TCF4 regulates CREBZF","TCF4","Metatargetome","false","regulates","TCF4 regulates CREBZF","12","CREBZF"
"162065","hg19","regulates","TCF4 regulates CLDN1","TCF4","Metatargetome","false","regulates","TCF4 regulates CLDN1","12","CLDN1"
"162066","hg19","regulates","TCF4 regulates CHRNB3","TCF4","Metatargetome","false","regulates","TCF4 regulates CHRNB3","12","CHRNB3"
"162067","hg19","regulates","TCF4 regulates CHRM4","TCF4","Metatargetome","false","regulates","TCF4 regulates CHRM4","12","CHRM4"
"162068","hg19","regulates","TCF4 regulates CD63","TCF4","Metatargetome","false","regulates","TCF4 regulates CD63","12","CD63"
"162069","hg19","regulates","TCF4 regulates CCR1","TCF4","Metatargetome","false","regulates","TCF4 regulates CCR1","12","CCR1"
"162070","hg19","regulates","TCF4 regulates CCNB2","TCF4","Metatargetome","false","regulates","TCF4 regulates CCNB2","12","CCNB2"
"162071","hg19","regulates","TCF4 regulates CAMK2N1","TCF4","Metatargetome","false","regulates","TCF4 regulates CAMK2N1","12","CAMK2N1"
"162072","hg19","regulates","TCF4 regulates CAMK2A","TCF4","Metatargetome","false","regulates","TCF4 regulates CAMK2A","12","CAMK2A"
"162073","hg19","regulates","TCF4 regulates CACNG2","TCF4","Metatargetome","false","regulates","TCF4 regulates CACNG2","12","CACNG2"
"162074","hg19","regulates","TCF4 regulates ATP2C1","TCF4","Metatargetome","false","regulates","TCF4 regulates ATP2C1","12","ATP2C1"
"162075","hg19","regulates","TCF4 regulates ARHGAP12","TCF4","Metatargetome","false","regulates","TCF4 regulates ARHGAP12","12","ARHGAP12"
"162076","hg19","regulates","TCF4 regulates APBB2","TCF4","Metatargetome","false","regulates","TCF4 regulates APBB2","12","APBB2"
"162077","hg19","regulates","TCF4 regulates ANKHD1","TCF4","Metatargetome","false","regulates","TCF4 regulates ANKHD1","12","ANKHD1"
"162078","hg19","regulates","TCF4 regulates AMPH","TCF4","Metatargetome","false","regulates","TCF4 regulates AMPH","12","AMPH"
"162079","hg19","regulates","TCF4 regulates ALDH3A2","TCF4","Metatargetome","false","regulates","TCF4 regulates ALDH3A2","12","ALDH3A2"
"162080","hg19","regulates","TCF4 regulates AKAP11","TCF4","Metatargetome","false","regulates","TCF4 regulates AKAP11","12","AKAP11"
"162081","hg19","regulates","TCF4 regulates ADRBK1","TCF4","Metatargetome","false","regulates","TCF4 regulates ADRBK1","12","ADRBK1"
"162082","hg19","regulates","TCF4 regulates ACVRL1","TCF4","Metatargetome","false","regulates","TCF4 regulates ACVRL1","12","ACVRL1"
"162083","hg19","regulates","TCF4 regulates YBX1","TCF4","Metatargetome","false","regulates","TCF4 regulates YBX1","13","YBX1"
"162084","hg19","regulates","TCF4 regulates USP2","TCF4","Metatargetome","false","regulates","TCF4 regulates USP2","13","USP2"
"162085","hg19","regulates","TCF4 regulates TOP1","TCF4","Metatargetome","false","regulates","TCF4 regulates TOP1","13","TOP1"
"162086","hg19","regulates","TCF4 regulates TMEM48","TCF4","Metatargetome","false","regulates","TCF4 regulates TMEM48","13","TMEM48"
"162087","hg19","regulates","TCF4 regulates TBK1","TCF4","Metatargetome","false","regulates","TCF4 regulates TBK1","13","TBK1"
"162088","hg19","regulates","TCF4 regulates SPTB","TCF4","Metatargetome","false","regulates","TCF4 regulates SPTB","13","SPTB"
"162089","hg19","regulates","TCF4 regulates SOST","TCF4","Metatargetome","false","regulates","TCF4 regulates SOST","13","SOST"
"162090","hg19","regulates","TCF4 regulates SORBS2","TCF4","Metatargetome","false","regulates","TCF4 regulates SORBS2","13","SORBS2"
"162091","hg19","regulates","TCF4 regulates SOCS3","TCF4","Metatargetome","false","regulates","TCF4 regulates SOCS3","13","SOCS3"
"162092","hg19","regulates","TCF4 regulates SMG7","TCF4","Metatargetome","false","regulates","TCF4 regulates SMG7","13","SMG7"
"162093","hg19","regulates","TCF4 regulates SLC7A1","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC7A1","13","SLC7A1"
"162094","hg19","regulates","TCF4 regulates SLC20A2","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC20A2","13","SLC20A2"
"162095","hg19","regulates","TCF4 regulates SLC20A1","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC20A1","13","SLC20A1"
"162096","hg19","regulates","TCF4 regulates SLC1A7","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC1A7","13","SLC1A7"
"162097","hg19","regulates","TCF4 regulates SLC12A6","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC12A6","13","SLC12A6"
"162098","hg19","regulates","TCF4 regulates SIGIRR","TCF4","Metatargetome","false","regulates","TCF4 regulates SIGIRR","13","SIGIRR"
"162099","hg19","regulates","TCF4 regulates SELENBP1","TCF4","Metatargetome","false","regulates","TCF4 regulates SELENBP1","13","SELENBP1"
"162100","hg19","regulates","TCF4 regulates SCNN1A","TCF4","Metatargetome","false","regulates","TCF4 regulates SCNN1A","13","SCNN1A"
"162101","hg19","regulates","TCF4 regulates SARDH","TCF4","Metatargetome","false","regulates","TCF4 regulates SARDH","13","SARDH"
"162102","hg19","regulates","TCF4 regulates RPL19","TCF4","Metatargetome","false","regulates","TCF4 regulates RPL19","13","RPL19"
"162103","hg19","regulates","TCF4 regulates RORC","TCF4","Metatargetome","false","regulates","TCF4 regulates RORC","13","RORC"
"162104","hg19","regulates","TCF4 regulates RNPEP","TCF4","Metatargetome","false","regulates","TCF4 regulates RNPEP","13","RNPEP"
"162105","hg19","regulates","TCF4 regulates RFC1","TCF4","Metatargetome","false","regulates","TCF4 regulates RFC1","13","RFC1"
"162106","hg19","regulates","TCF4 regulates RCL1","TCF4","Metatargetome","false","regulates","TCF4 regulates RCL1","13","RCL1"
"162107","hg19","regulates","TCF4 regulates RAD23A","TCF4","Metatargetome","false","regulates","TCF4 regulates RAD23A","13","RAD23A"
"162108","hg19","regulates","TCF4 regulates RABEPK","TCF4","Metatargetome","false","regulates","TCF4 regulates RABEPK","13","RABEPK"
"162109","hg19","regulates","TCF4 regulates RAB30","TCF4","Metatargetome","false","regulates","TCF4 regulates RAB30","13","RAB30"
"162110","hg19","regulates","TCF4 regulates QSOX1","TCF4","Metatargetome","false","regulates","TCF4 regulates QSOX1","13","QSOX1"
"162111","hg19","regulates","TCF4 regulates PTK7","TCF4","Metatargetome","false","regulates","TCF4 regulates PTK7","13","PTK7"
"162112","hg19","regulates","TCF4 regulates PTCH1","TCF4","Metatargetome","false","regulates","TCF4 regulates PTCH1","13","PTCH1"
"162113","hg19","regulates","TCF4 regulates PRKCSH","TCF4","Metatargetome","false","regulates","TCF4 regulates PRKCSH","13","PRKCSH"
"162114","hg19","regulates","TCF4 regulates PLS3","TCF4","Metatargetome","false","regulates","TCF4 regulates PLS3","13","PLS3"
"162115","hg19","regulates","TCF4 regulates PKIA","TCF4","Metatargetome","false","regulates","TCF4 regulates PKIA","13","PKIA"
"162116","hg19","regulates","TCF4 regulates PDE4DIP","TCF4","Metatargetome","false","regulates","TCF4 regulates PDE4DIP","13","PDE4DIP"
"162117","hg19","regulates","TCF4 regulates NR2E3","TCF4","Metatargetome","false","regulates","TCF4 regulates NR2E3","13","NR2E3"
"162118","hg19","regulates","TCF4 regulates NHLH2","TCF4","Metatargetome","false","regulates","TCF4 regulates NHLH2","13","NHLH2"
"162119","hg19","regulates","TCF4 regulates NFE2L1","TCF4","Metatargetome","false","regulates","TCF4 regulates NFE2L1","13","NFE2L1"
"162120","hg19","regulates","TCF4 regulates NCOA3","TCF4","Metatargetome","false","regulates","TCF4 regulates NCOA3","13","NCOA3"
"162121","hg19","regulates","TCF4 regulates MYL1","TCF4","Metatargetome","false","regulates","TCF4 regulates MYL1","13","MYL1"
"162122","hg19","regulates","TCF4 regulates MYH3","TCF4","Metatargetome","false","regulates","TCF4 regulates MYH3","13","MYH3"
"162123","hg19","regulates","TCF4 regulates MMP15","TCF4","Metatargetome","false","regulates","TCF4 regulates MMP15","13","MMP15"
"162124","hg19","regulates","TCF4 regulates MLLT10","TCF4","Metatargetome","false","regulates","TCF4 regulates MLLT10","13","MLLT10"
"162125","hg19","regulates","TCF4 regulates MCM10","TCF4","Metatargetome","false","regulates","TCF4 regulates MCM10","13","MCM10"
"162126","hg19","regulates","TCF4 regulates MAP2K3","TCF4","Metatargetome","false","regulates","TCF4 regulates MAP2K3","13","MAP2K3"
"162127","hg19","regulates","TCF4 regulates MAN1C1","TCF4","Metatargetome","false","regulates","TCF4 regulates MAN1C1","13","MAN1C1"
"162128","hg19","regulates","TCF4 regulates MAL2","TCF4","Metatargetome","false","regulates","TCF4 regulates MAL2","13","MAL2"
"162129","hg19","regulates","TCF4 regulates LDHA","TCF4","Metatargetome","false","regulates","TCF4 regulates LDHA","13","LDHA"
"162130","hg19","regulates","TCF4 regulates KLF12","TCF4","Metatargetome","false","regulates","TCF4 regulates KLF12","13","KLF12"
"162131","hg19","regulates","TCF4 regulates KIAA1033","TCF4","Metatargetome","false","regulates","TCF4 regulates KIAA1033","13","KIAA1033"
"162132","hg19","regulates","TCF4 regulates KATNB1","TCF4","Metatargetome","false","regulates","TCF4 regulates KATNB1","13","KATNB1"
"162133","hg19","regulates","TCF4 regulates JAM3","TCF4","Metatargetome","false","regulates","TCF4 regulates JAM3","13","JAM3"
"162134","hg19","regulates","TCF4 regulates ITGB4","TCF4","Metatargetome","false","regulates","TCF4 regulates ITGB4","13","ITGB4"
"162135","hg19","regulates","TCF4 regulates IRS4","TCF4","Metatargetome","false","regulates","TCF4 regulates IRS4","13","IRS4"
"162136","hg19","regulates","TCF4 regulates IMPDH1","TCF4","Metatargetome","false","regulates","TCF4 regulates IMPDH1","13","IMPDH1"
"162137","hg19","regulates","TCF4 regulates IL12B","TCF4","Metatargetome","false","regulates","TCF4 regulates IL12B","13","IL12B"
"162138","hg19","regulates","TCF4 regulates IFRD2","TCF4","Metatargetome","false","regulates","TCF4 regulates IFRD2","13","IFRD2"
"162139","hg19","regulates","TCF4 regulates ID3","TCF4","Metatargetome","false","regulates","TCF4 regulates ID3","13","ID3"
"162140","hg19","regulates","TCF4 regulates ICA1","TCF4","Metatargetome","false","regulates","TCF4 regulates ICA1","13","ICA1"
"162141","hg19","regulates","TCF4 regulates HS6ST1","TCF4","Metatargetome","false","regulates","TCF4 regulates HS6ST1","13","HS6ST1"
"162142","hg19","regulates","TCF4 regulates GSTM4","TCF4","Metatargetome","false","regulates","TCF4 regulates GSTM4","13","GSTM4"
"162143","hg19","regulates","TCF4 regulates GOLGA3","TCF4","Metatargetome","false","regulates","TCF4 regulates GOLGA3","13","GOLGA3"
"162144","hg19","regulates","TCF4 regulates GLRA1","TCF4","Metatargetome","false","regulates","TCF4 regulates GLRA1","13","GLRA1"
"162145","hg19","regulates","TCF4 regulates GFI1","TCF4","Metatargetome","false","regulates","TCF4 regulates GFI1","13","GFI1"
"162146","hg19","regulates","TCF4 regulates GAPDHS","TCF4","Metatargetome","false","regulates","TCF4 regulates GAPDHS","13","GAPDHS"
"162147","hg19","regulates","TCF4 regulates FMR1","TCF4","Metatargetome","false","regulates","TCF4 regulates FMR1","13","FMR1"
"162148","hg19","regulates","TCF4 regulates FGF14","TCF4","Metatargetome","false","regulates","TCF4 regulates FGF14","13","FGF14"
"162149","hg19","regulates","TCF4 regulates F3","TCF4","Metatargetome","false","regulates","TCF4 regulates F3","13","F3"
"162150","hg19","regulates","TCF4 regulates EGLN2","TCF4","Metatargetome","false","regulates","TCF4 regulates EGLN2","13","EGLN2"
"162151","hg19","regulates","TCF4 regulates ECE2","TCF4","Metatargetome","false","regulates","TCF4 regulates ECE2","13","ECE2"
"162152","hg19","regulates","TCF4 regulates DLL4","TCF4","Metatargetome","false","regulates","TCF4 regulates DLL4","13","DLL4"
"162153","hg19","regulates","TCF4 regulates CYP4F11","TCF4","Metatargetome","false","regulates","TCF4 regulates CYP4F11","13","CYP4F11"
"162154","hg19","regulates","TCF4 regulates CTSK","TCF4","Metatargetome","false","regulates","TCF4 regulates CTSK","13","CTSK"
"162155","hg19","regulates","TCF4 regulates CTNNA1","TCF4","Metatargetome","false","regulates","TCF4 regulates CTNNA1","13","CTNNA1"
"162156","hg19","regulates","TCF4 regulates CSRP2","TCF4","Metatargetome","false","regulates","TCF4 regulates CSRP2","13","CSRP2"
"162157","hg19","regulates","TCF4 regulates CRB3","TCF4","Metatargetome","false","regulates","TCF4 regulates CRB3","13","CRB3"
"162158","hg19","regulates","TCF4 regulates COL1A1","TCF4","Metatargetome","false","regulates","TCF4 regulates COL1A1","13","COL1A1"
"162159","hg19","regulates","TCF4 regulates CBR3","TCF4","Metatargetome","false","regulates","TCF4 regulates CBR3","13","CBR3"
"162160","hg19","regulates","TCF4 regulates CA7","TCF4","Metatargetome","false","regulates","TCF4 regulates CA7","13","CA7"
"162161","hg19","regulates","TCF4 regulates BPTF","TCF4","Metatargetome","false","regulates","TCF4 regulates BPTF","13","BPTF"
"162162","hg19","regulates","TCF4 regulates BMP1","TCF4","Metatargetome","false","regulates","TCF4 regulates BMP1","13","BMP1"
"162163","hg19","regulates","TCF4 regulates BAZ2B","TCF4","Metatargetome","false","regulates","TCF4 regulates BAZ2B","13","BAZ2B"
"162164","hg19","regulates","TCF4 regulates B4GALT2","TCF4","Metatargetome","false","regulates","TCF4 regulates B4GALT2","13","B4GALT2"
"162165","hg19","regulates","TCF4 regulates B4GALT1","TCF4","Metatargetome","false","regulates","TCF4 regulates B4GALT1","13","B4GALT1"
"162166","hg19","regulates","TCF4 regulates ATP6V1G1","TCF4","Metatargetome","false","regulates","TCF4 regulates ATP6V1G1","13","ATP6V1G1"
"162167","hg19","regulates","TCF4 regulates ATP5I","TCF4","Metatargetome","false","regulates","TCF4 regulates ATP5I","13","ATP5I"
"162168","hg19","regulates","TCF4 regulates ATP1A3","TCF4","Metatargetome","false","regulates","TCF4 regulates ATP1A3","13","ATP1A3"
"162169","hg19","regulates","TCF4 regulates ASS1","TCF4","Metatargetome","false","regulates","TCF4 regulates ASS1","13","ASS1"
"162170","hg19","regulates","TCF4 regulates ASL","TCF4","Metatargetome","false","regulates","TCF4 regulates ASL","13","ASL"
"162171","hg19","regulates","TCF4 regulates ASAH1","TCF4","Metatargetome","false","regulates","TCF4 regulates ASAH1","13","ASAH1"
"162172","hg19","regulates","TCF4 regulates ARFGEF1","TCF4","Metatargetome","false","regulates","TCF4 regulates ARFGEF1","13","ARFGEF1"
"162173","hg19","regulates","TCF4 regulates ARC","TCF4","Metatargetome","false","regulates","TCF4 regulates ARC","13","ARC"
"162174","hg19","regulates","TCF4 regulates AMMECR1","TCF4","Metatargetome","false","regulates","TCF4 regulates AMMECR1","13","AMMECR1"
"162175","hg19","regulates","TCF4 regulates AIM2","TCF4","Metatargetome","false","regulates","TCF4 regulates AIM2","13","AIM2"
"162176","hg19","regulates","TCF4 regulates ADRB1","TCF4","Metatargetome","false","regulates","TCF4 regulates ADRB1","13","ADRB1"
"162177","hg19","regulates","TCF4 regulates ADH1C","TCF4","Metatargetome","false","regulates","TCF4 regulates ADH1C","13","ADH1C"
"162178","hg19","regulates","TCF4 regulates ACCN1","TCF4","Metatargetome","false","regulates","TCF4 regulates ACCN1","13","ACCN1"
"162179","hg19","regulates","TCF4 regulates ACACA","TCF4","Metatargetome","false","regulates","TCF4 regulates ACACA","13","ACACA"
"162180","hg19","regulates","TCF4 regulates AARS","TCF4","Metatargetome","false","regulates","TCF4 regulates AARS","13","AARS"
"162181","hg19","regulates","TCF4 regulates ZNF318","TCF4","Metatargetome","false","regulates","TCF4 regulates ZNF318","14","ZNF318"
"162182","hg19","regulates","TCF4 regulates VGF","TCF4","Metatargetome","false","regulates","TCF4 regulates VGF","14","VGF"
"162183","hg19","regulates","TCF4 regulates TRPS1","TCF4","Metatargetome","false","regulates","TCF4 regulates TRPS1","14","TRPS1"
"162184","hg19","regulates","TCF4 regulates TLE3","TCF4","Metatargetome","false","regulates","TCF4 regulates TLE3","14","TLE3"
"162185","hg19","regulates","TCF4 regulates TFRC","TCF4","Metatargetome","false","regulates","TCF4 regulates TFRC","14","TFRC"
"162186","hg19","regulates","TCF4 regulates TAC1","TCF4","Metatargetome","false","regulates","TCF4 regulates TAC1","14","TAC1"
"162187","hg19","regulates","TCF4 regulates SOCS1","TCF4","Metatargetome","false","regulates","TCF4 regulates SOCS1","14","SOCS1"
"162188","hg19","regulates","TCF4 regulates SLC9A3R2","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC9A3R2","14","SLC9A3R2"
"162189","hg19","regulates","TCF4 regulates SLC6A8","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC6A8","14","SLC6A8"
"162190","hg19","regulates","TCF4 regulates SLC6A15","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC6A15","14","SLC6A15"
"162191","hg19","regulates","TCF4 regulates SLC25A22","TCF4","Metatargetome","false","regulates","TCF4 regulates SLC25A22","14","SLC25A22"
"162192","hg19","regulates","TCF4 regulates SIRPA","TCF4","Metatargetome","false","regulates","TCF4 regulates SIRPA","14","SIRPA"
"162193","hg19","regulates","TCF4 regulates SERPINI1","TCF4","Metatargetome","false","regulates","TCF4 regulates SERPINI1","14","SERPINI1"
"162194","hg19","regulates","TCF4 regulates ROR1","TCF4","Metatargetome","false","regulates","TCF4 regulates ROR1","14","ROR1"
"162195","hg19","regulates","TCF4 regulates RNF44","TCF4","Metatargetome","false","regulates","TCF4 regulates RNF44","14","RNF44"
"162196","hg19","regulates","TCF4 regulates RNF144B","TCF4","Metatargetome","false","regulates","TCF4 regulates RNF144B","14","RNF144B"
"162197","hg19","regulates","TCF4 regulates RGL1","TCF4","Metatargetome","false","regulates","TCF4 regulates RGL1","14","RGL1"
"162198","hg19","regulates","TCF4 regulates RBM39","TCF4","Metatargetome","false","regulates","TCF4 regulates RBM39","14","RBM39"
"162199","hg19","regulates","TCF4 regulates RACGAP1","TCF4","Metatargetome","false","regulates","TCF4 regulates RACGAP1","14","RACGAP1"
"162200","hg19","regulates","TCF4 regulates RABGAP1","TCF4","Metatargetome","false","regulates","TCF4 regulates RABGAP1","14","RABGAP1"
"162201","hg19","regulates","TCF4 regulates PPL","TCF4","Metatargetome","false","regulates","TCF4 regulates PPL","14","PPL"
"162202","hg19","regulates","TCF4 regulates POU6F2","TCF4","Metatargetome","false","regulates","TCF4 regulates POU6F2","14","POU6F2"
"162203","hg19","regulates","TCF4 regulates PLCB1","TCF4","Metatargetome","false","regulates","TCF4 regulates PLCB1","14","PLCB1"
"162204","hg19","regulates","TCF4 regulates PEMT","TCF4","Metatargetome","false","regulates","TCF4 regulates PEMT","14","PEMT"
"162205","hg19","regulates","TCF4 regulates PDE3A","TCF4","Metatargetome","false","regulates","TCF4 regulates PDE3A","14","PDE3A"
